plan_id,phase,day_no,ramp_ingredient,forage_type,wt_min,wt_max,target_adg,Single Bag Wanda (W MGF),Chari,Wheat Straw (Toori),Limestone,Maize Silage,Potato,Sodium bicarbonate (Meetha Soda),Monensin,est_cost_per_head_per_day
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,390,394,1.4,4.091,3.0,1.153,0.019,12.789,7.666,0.046,0.0002,677
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,390,394,1.4,4.091,3.0,1.153,0.019,10.899,10.221,0.046,0.0002,675
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,390,394,1.4,4.091,3.0,1.153,0.019,9.008,12.777,0.046,0.0002,674
max-potato,STEADY,,,chari+silage,390,394,1.4,4.091,3.0,1.153,0.019,9.008,12.777,0.046,0.0002,674
max-potato,ADAPTATION,1,,chari+silage,395,399,0.46,3.772,6,0.945,0.003,1.171,0,0,0,376
max-potato,ADAPTATION,2,,chari+silage,395,399,0.62,4.252,6,0.896,0.006,2.507,0,0,0,431
max-potato,ADAPTATION,3,,chari+silage,395,399,0.81,4.8,6,0.827,0.009,4.085,0,0,0,494
max-potato,ADAPTATION,4,,chari+silage,395,399,0.99,5.349,6,0.748,0.012,5.702,0,0,0,557
max-potato,ADAPTATION,5,,chari+silage,395,399,1.17,5.898,6,0.649,0.015,7.398,0,0,0,621
max-potato,ADAPTATION,6,,chari+silage,395,399,1.4,6.858,3,1.2,0.018,9.669,0,0,0,719
max-potato,ADAPTATION,7,,chari+silage,395,399,1.4,6.858,3,1.2,0.018,9.669,0,0,0,719
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,395,399,1.4,4.13,3.0,1.168,0.019,16.73,2.578,0.046,0.0002,686
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,395,399,1.4,4.13,3.0,1.168,0.019,14.822,5.155,0.046,0.0002,684
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,395,399,1.4,4.13,3.0,1.168,0.019,12.915,7.733,0.046,0.0002,683
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,395,399,1.4,4.13,3.0,1.168,0.019,11.007,10.311,0.046,0.0002,682
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,395,399,1.4,4.13,3.0,1.168,0.019,9.1,12.889,0.046,0.0002,680
max-potato,STEADY,,,chari+silage,395,399,1.4,4.13,3.0,1.168,0.019,9.1,12.889,0.046,0.0002,680
max-potato,ADAPTATION,1,,chari+silage,400,404,0.46,3.806,6,0.945,0.003,1.251,0,0,0,380
max-potato,ADAPTATION,2,,chari+silage,400,404,0.62,4.29,6,0.896,0.006,2.597,0,0,0,435
max-potato,ADAPTATION,3,,chari+silage,400,404,0.81,4.844,6,0.828,0.009,4.187,0,0,0,499
max-potato,ADAPTATION,4,,chari+silage,400,404,0.99,5.398,6,0.748,0.012,5.817,0,0,0,563
max-potato,ADAPTATION,5,,chari+silage,400,404,1.17,5.951,6,0.649,0.016,7.524,0,0,0,627
max-potato,ADAPTATION,6,,chari+silage,400,404,1.4,6.92,3,1.2,0.018,9.818,0,0,0,725
max-potato,ADAPTATION,7,,chari+silage,400,404,1.4,6.92,3,1.2,0.018,9.818,0,0,0,725
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,400,404,1.4,4.17,3.0,1.183,0.019,16.887,2.6,0.047,0.0002,692
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,400,404,1.4,4.17,3.0,1.183,0.019,14.963,5.2,0.047,0.0002,691
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,400,404,1.4,4.17,3.0,1.183,0.019,13.039,7.8,0.047,0.0002,689
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,400,404,1.4,4.17,3.0,1.183,0.019,11.115,10.4,0.047,0.0002,688
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,400,404,1.4,4.17,3.0,1.183,0.019,9.191,13.0,0.047,0.0002,687
max-potato,STEADY,,,chari+silage,400,404,1.4,4.17,3.0,1.183,0.019,9.191,13.0,0.047,0.0002,687
